input_text,target_text
This is not good.,Bu iyi değil.
This is not safe.,Bu güvenli değil.
This is not salt.,Bu tuz değil.
This is not true.,Bu doğru değil.
This is official.,Bu memur.
This is old news.,Bu eski haber.
This is our baby.,Bu bizim bebeğimiz.
This is our home.,Bu bizim evimiz.
This is our land.,Bu bizim arazimiz.
This is our park.,Bu bizim parkımız.
This is our room.,Bu bizim odamız.
This is our team.,Bu bizim takımımız.
This is pathetic.,Bu acıklı.
This is personal.,Bu kişisel.
This is possible.,Bu mümkündür.
This is puzzling.,Bu kafa karıştırıcı.
This is red wine.,"Bu, kırmızı şarap."
This is relaxing.,Bu rahatlatıcı.
This is required.,Bu gerekli.
This is romantic.,Bu romantik.
This is sabotage.,Bu sabotajdır.
This is shameful.,Bu utanç verici.
This is shocking.,Bu şok edici.
This is so crazy.,Bu çok çılgınca.
This is so crazy.,Bu çok delice.
This is so funny.,Bu çok komik.
This is so weird.,Bu çok tuhaf.
This is standard.,Bu standart.
This is terrible.,Bu korkunç.
This is terrific.,Bu müthiş.
This is the best.,Bu en iyisi.
This is the case.,Durum budur.
This is the life.,Hayat budur.
This is the norm.,Bu kuraldır.
This is the plan.,Plan budur.
This is the spot.,Yer budur.
This is too hard.,Bu çok zor.
This is too long.,Bu çok uzun.
This is too much.,Bu çok fazla.
This is very bad.,Bu çok kötü.
This is your dog.,Bu senin köpeğin.
This is your key.,Bu sizin anahtarınız.
This isn't a map.,Bu bir harita değil.
This isn't cheap.,Bu ucuz değil.
This isn't funny.,Bu komik değil.
This isn't legal.,Bu yasal değil.
This isn't money.,Bu para değil.
This isn't music.,Bu müzik değil.
This isn't paper.,Bu gazete değil.
This isn't right.,Bu doğru değil.
This isn't scary.,Bu korkutucu değil.
This isn't sugar.,Bu şeker değil.
This isn't yours.,Bu senin değil.
This looks awful.,Bu korkunç görünüyor.
This looks great.,Bu harika görünüyor.
This made me sad.,Bu beni üzdü.
This makes sense.,Bu mantıklı olur.
This man is dead.,Bu adam ölü.
This might be it.,Bu o olabilir.
This might be so.,Bu öyle olabilir.
This one is free.,Bu ücretsiz.
This one is full.,Bu doludur.
This one is ours.,Bu bizimdir.
This one's Tom's.,Bu Tom'unki.
This one's empty.,Bu boş.
This one's great.,Bu harika.
This one's on me.,Bu benden.
This one's yours.,Bu sizinki.
This pen is mine.,Bu kalem benim.
This room is hot.,Bu oda sıcak.
This seems risky.,Bu riskli görünüyor.
This seems wrong.,Bu hatalı görünüyor.
This should help.,Bu yardım etmeli.
This should work.,Bu çalışmalı.
This smells good.,Bu güzel kokuyor.
This sounds good.,Bu iyi görünüyor.
This stopped Tom.,Bu Tom'u durdurdu.
This stuff works.,Bu şey çalışır.
This tastes good.,Bunun tadı iyi.
This tea is good.,Bu çay iyidir.
This time we won.,Bu sefer biz kazandık.
This tooth hurts.,Bu diş ağrıyor.
This was missing.,Bu eksikti.
This was my idea.,Bu benim fikrimdi.
"This way, please.","Bu taraftan, lütfen."
This will be fun.,Bu eğlenceli olacak.
This will happen.,Bu olacak.
This year is fun.,Bu yıl eğlenceli.
This'll be great.,Bu harika olacak.
Those are my CDs.,Onlar benim CD'lerim.
Time is precious.,Zaman değerlidir.
Time's almost up?,Zaman neredeyse bitiyor mu?
Today I'm online.,Bugün internetteyim.
Today was better.,Bugün daha iyiydi.
Tom abandoned me.,Tom beni terk etti.
Tom abandoned me.,Tom beni bıraktı.
Tom admired Mary.,Tom Mary'ye hayran kaldı.
Tom admires Mary.,Tom Mary'yi beğeniyor.
Tom agreed to go.,Tom gitmeyi kabul etti.
Tom almost cried.,Tom neredeyse ağladı.
Tom already left.,Tom zaten gitti.
Tom always loses.,Tom her zaman kaybeder.
Tom and I agreed.,Tom ve ben anlaştık.
Tom and I hugged.,Tom ve ben sarıldık.
Tom and I kissed.,Tom ve ben öpüştük.
Tom and I waited.,Tom ve ben bekledik.
Tom answered yes.,Tom evet cevabı verdi.
Tom arrived last.,Tom son olarak vardı.
Tom arrived late.,Tom geç geldi.
Tom asked me out.,Tom bana çıkma teklif etti.
Tom ate an apple.,Tom bir elma yedi.
Tom ate his fill.,Tom karnını doyurdu.
Tom ate my lunch.,Tom benim öğle yemeğimi yedi.
Tom ate too much.,Tom çok fazla yedi.
Tom avoided Mary.,Tom Mary'den çekindi.
Tom babysat Mary.,Tom Mary'ye çocuk bakıcılığı yaptı.
Tom baked a cake.,Tom bir pasta pişirdi.
Tom barely spoke.,Tom neredeyse hiç konuşmadı.
Tom beat Mary up.,Tom Mary'yi dövdü.
Tom beat up Mary.,Tom Mary'yi dövdü.
Tom became angry.,Tom sinirlendi.
Tom became blind.,Tom kör oldu.
Tom became dizzy.,Tom sersem oldu.
Tom became irate.,Tom sinirlendi.
Tom became quiet.,Tom sessiz oldu.
Tom became upset.,Tom üzgün oldu.
Tom began crying.,Tom ağlamaya başladı.
Tom began pacing.,Tom volta atmaya başladı.
Tom began to cry.,Tom ağlamaya başladı.
Tom began to run.,Tom koşmaya başladı.
Tom began to sob.,Tom hıçkırmaya başladı.
Tom behaved well.,Tom iyi davrandı.
Tom believes him.,Tom ona inanıyor.
Tom believes you.,Tom sana inanıyor.
Tom belongs here.,Tom buraya ait.
Tom bent forward.,Tom öne eğildi.
Tom berated Mary.,Tom Mary'yi azarladı.
Tom berated Mary.,Tom Mary'ye fırça çekti.
Tom betrayed you.,Tom size ihanet etti.
Tom bought a car.,Tom bir araba aldı.
Tom bought a dog.,Tom bir köpek aldı.
Tom bought a gun.,Tom bir silah satın aldı.
Tom bought a gun.,Tom bir tabanca satın aldı.
Tom bought a hat.,Tom bir şapka aldı.
Tom bought rolls.,Tom rulo satın aldı.
Tom bounced back.,Tom kendini toparladı.
Tom brought that.,Tom bunu getirdi.
Tom brought this.,Tom bunu getirdi.
Tom built things.,Tom bir şeyler yaptı.
Tom called again.,Tom tekrar aradı.
Tom called me in.,Tom beni çağırdı.
Tom called me up.,Tom beni aradı.
Tom came at dawn.,Tom şafakta geldi.
Tom came at once.,Tom hemen geldi.
Tom came forward.,Tom öne geldi.
Tom came outside.,Tom dışarı geldi.
Tom came running.,Tom koşarak geldi.
Tom came to help.,Tom yardım etmek için geldi.
Tom came to play.,Tom oynamaya geldi.
Tom came with me.,Tom benimle geldi.
Tom can fix this.,Tom bunu tamir edebilir.
Tom can get them.,Tom onları alabilir.
Tom can go first.,İlk olarak Tom gidebilir.
Tom can hear you.,Tom seni duyabiliyor.
Tom can help you.,Tom sana yardımcı olabilir.
Tom can run fast.,Tom hızlı koşabilir.
Tom can show him.,Tom ona gösterebilir.
Tom can show you.,Tom sana gösterebilir.
Tom can't answer.,Tom cevap veremiyor.
Tom can't be ill.,Tom hasta olamaz.
Tom can't decide.,Tom karar veremiyor.
Tom can't get up.,Tom kalkamaz.
Tom can't go yet.,Tom henüz gidemez.
Tom can't refuse.,Tom reddedemiyor.
Tom can't retire.,Tom emekli olamıyor.
Tom can't say no.,Tom hayır diyemez.
Tom can't see us.,Tom bizi göremiyor.
Tom can't use it.,Tom onu kullanamaz.
Tom cannot drive.,Tom araba süremez.
Tom changed jobs.,Tom işleri değiştirdi.
Tom changed that.,Tom onu değiştirdi.
Tom cheated Mary.,Tom Mary'yi aldattı.
Tom chose wisely.,Tom akıllıca seçti.
Tom clearly lied.,Tom açık biçimde yalan söyledi.
Tom climbed down.,Tom indi.
Tom convinced me.,Tom beni ikna etti.
Tom cooks for us.,Tom bizim için yemek pişirir.
Tom coughs a lot.,Tom çok öksürüyor.
Tom could refuse.,Tom reddedebilir.
Tom could say no.,Tom hayır diyebilir.
Tom cracks me up.,Tom beni kahkahalara boğar.
Tom created this.,Tom bunu yarattı.
Tom cut Mary off.,Tom Mary'yi kesti.
Tom cut the rope.,Tom ipi kesti.
Tom cut the tape.,Tom bantı kesti.
Tom cuts my hair.,Tom saçımı keser.
Tom decorated it.,Onu Tom dekore etti.
Tom detests Mary.,Tom Mary'den nefret ediyor.
Tom did have fun.,Tom eğlendi.
Tom did his best.,Tom elinden geleni yaptı.
Tom did his duty.,Tom görevini yaptı.
Tom did his part.,Tom üzerine düşeni yaptı.
Tom did his time.,Tom hapiste yattı.
Tom did it again.,Tom bunu yine yaptı.
Tom did it wrong.,Tom onu yanlış yaptı.
Tom did the rest.,Gerisini Tom yaptı.
Tom did the same.,Tom da aynısını yaptı.
Tom did the work.,Tom işi yaptı.
Tom did warn you.,Tom seni uyardı.
Tom didn't agree.,Tom kabul etmedi.
Tom didn't budge.,Tom kımıldamadı.
Tom didn't do it.,Tom onu yapmadı.
Tom didn't drive.,Tom araba kullanmadı.
Tom didn't drown.,Tom boğulmadı.
Tom didn't laugh.,Tom gülmedi.
Tom didn't leave.,Tom gitmedi.
Tom didn't reply.,Tom cevap vermedi.
Tom didn't shoot.,Tom ateş etmedi.
Tom didn't sleep.,Tom uyumadı.
Tom didn't smile.,Tom gülümsemedi.
Tom didn't speak.,Tom konuşmadı.
Tom didn't stand.,Tom ayakta durmadı.
Tom died at 2:30.,Tom 2:30'da öldü.
Tom died at home.,Tom evde öldü.
Tom died from TB.,Tom tüberkülozdan öldü.
Tom died in 2003.,"Tom, 2003'te öldü."
Tom died in 2009.,Tom 2009 yılında öldü.
Tom died in 2013.,Tom 2013'te öldü.
Tom died in jail.,Tom hapiste öldü.
Tom died in jail.,Tom hapishanede öldü.
Tom disobeyed me.,Tom bana itaat etmedi.
Tom does his job.,Tom işini yapar.
Tom doesn't care.,Tom umursamıyor.
Tom doesn't know.,Tom bilmiyor.
Tom doesn't mind.,Tom umursamaz.
Tom doesn't read.,Tom okumaz.
Tom doesn't sing.,Tom şarkı söylemez.
Tom doesn't swim.,Tom yüzmüyor.
Tom doesn't talk.,Tom konuşmaz.
Tom drank a beer.,Tom bir bira içti.
Tom drank a shot.,Tom bir fırt içki içti.
Tom dressed well.,Tom iyi giyindi.
Tom dresses well.,Tom iyi giyinir.
Tom drinks a lot.,Tom çok içer.
Tom drives a BMW.,Tom bir BMW sürer.
Tom drives a cab.,Tom bir taksi sürer.
Tom dropped this.,Tom bunu düşürdü.
Tom drove faster.,Tom daha hızlı sürdü.
Tom earned money.,Tom para kazandı.
Tom enjoyed that.,Tom ondan hoşlandı.
Tom explained it.,Tom onu açıkladı.
Tom eyes widened.,Tom'un gözleri büyüdü.
Tom failed twice.,Tom iki kez başarısız oldu.
Tom fed the pigs.,"Tom, domuzları besledi."
Tom fell in love.,Tom aşık oldu.
Tom felt amazing.,Tom şaşırtıcı hissetti.
Tom felt ashamed.,Tom mahcup hissetti.
Tom felt at home.,Tom kendini evindeymiş gibi hissetti.
Tom felt awkward.,Tom garip hissetti.
Tom felt cheated.,Tom aldatılmış hissetti.
Tom felt foolish.,Tom aptalca hissetti.
Tom felt nervous.,Tom sinirli hissetti.
Tom felt nothing.,Tom bir şey hissetmedi.
Tom felt trapped.,Tom tuzağa düşürüldüğünü hissetti.
Tom felt wronged.,Tom haksızlığa uğradı.
Tom finally left.,Tom sonunda terk etti.
Tom fixes things.,Tom şeyleri onarır.
Tom fled on foot.,Tom yürüyerek kaçtı.
Tom forgave Mary.,Tom Mary'yi affetti.
Tom forgives you.,Tom seni affeder.
Tom fried an egg.,Tom bir yumurta kızarttı.
Tom frightens me.,Tom beni korkutuyor.
Tom gave me $300.,Tom bana 300 dolar verdi.
Tom gave me this.,Tom bana bunu verdi.
Tom gave up hope.,Tom ümidini yitirdi.
Tom gave us that.,Tom bize bunu verdi.
Tom gets my vote.,Oyum Tom'a.
Tom glanced away.,Tom kısa süre göz attı.
Tom glanced back.,Tom arkasına bir göz attı.
Tom glanced down.,Tom aşağıya baktı.
Tom glared at me.,Tom bana baktı.
Tom got a suntan.,Tom'un bir bronzlaşması var.
Tom got a tattoo.,Tom'un bir dövmesi var.
Tom got agitated.,Tom tahrik edildi.
Tom got arrested.,Tom tutuklandı.
Tom got arrested.,Tom ele geçirildi.
Tom got confused.,Tom'un kafası karıştı.
Tom got his wish.,Tom dileğini aldı.
Tom got into bed.,Tom yatağa girdi.
Tom got it right.,Tom onu hatasız yaptı.
Tom got it wrong.,Tom onu yanlış anladı.
Tom got me wrong.,Tom beni yanlış anladı.
Tom got no reply.,Tom hiçbir yanıt almadı.
Tom got off easy.,Tom ucuz kurtuldu.
Tom got run over.,Tom araç ile ezildi.
Tom got some pie.,Tom biraz turta aldı.
Tom got the hint.,Tom ipucunu aldı.
Tom got up early.,Tom erken kalktı.
Tom got very fat.,Tom çok şişmanladı.
Tom got very mad.,Tom çok sinirlendi.
Tom grew a beard.,Tom sakal bıraktı.
Tom grew anxious.,Tom endişeli büyüdü.
Tom had a choice.,Tom'un bir seçeneği vardı.
Tom had a pistol.,Tom'un bir tabancası vardı.
Tom had a secret.,Tom'un bir sırrı vardı.
Tom had a stroke.,Tom beyin kanaması geçirdi.
Tom had a vision.,Tom bir vizyon gördü.
Tom had a weapon.,Tom'un bir silahı vardı.
Tom had ambition.,Tom'un hırsı vardı.
Tom had an alibi.,Tom'un bir mazereti vardı.
Tom had it right.,Tom'un buna hakkı vardı.
Tom had jeans on.,Tom'un üzerinde kot pantolon vardı.
Tom had no alibi.,Tom'un mazareti yoktu.
Tom had no money.,Tom'un hiç parası yoktu.
Tom had one goal.,Tom'un bir amacı vardı.
Tom had one wish.,Tom'un bir dileği vardı.
Tom had some fun.,Tom biraz eğlendi.
Tom had to agree.,Tom kabul etmek zorunda kaldı.
Tom had to hurry.,Tom'un acele etmesi gerekiyordu.
Tom had to leave.,Tom terk etmek zorunda kaldı.
Tom had to smile.,Tom gülümsemek zorunda kaldı.
Tom had to split.,Tom gitmek zorundaydı.
Tom had to split.,Tom ayrılmak zorundaydı.
Tom hailed a cab.,Tom bir taksi çağırdı.
Tom has a big TV.,Tom'un büyük bir televizyonu var.
Tom has a butler.,Tom'un bir kahyası var.
Tom has a family.,Tom'un bir ailesi var.
Tom has a goatee.,Tom'un keçi sakalı var.
Tom has a guitar.,Tom'un bir gitarı var.
Tom has a lawyer.,Tom'un bir avukatı var.
Tom has a rabbit.,Tom'un bir tavşanı var.
Tom has a secret.,Tom'un bir sırrı var.
Tom has a sister.,Tom'un bir kız kardeşi var.
Tom has a temper.,Tom'un bir huyu var.
Tom has a theory.,Tom'un bir teorisi var.
Tom has a ticket.,Tom'un bir bileti var.
Tom has ambition.,Tom hırsı vardır.
Tom has an alibi.,Tom'un bir mazereti var.
Tom has been hit.,Tom vuruldu.
Tom has big ears.,Tom'un büyük kulakları var.
Tom has big eyes.,Tom'un büyük gözleri var.
Tom has big feet.,Tom'un büyük ayakları var.
Tom has big lips.,Tom'un büyük dudakları var.
Tom has charisma.,Tom'un karizması var.
Tom has charisma.,Tom'un çekiciliği var.
Tom has chickens.,Tom'un tavukları var.
Tom has children.,Tom'un çocukları var.
Tom has dementia.,Tom'un demansı var.
Tom has dementia.,Tom'un bunaması var.
Tom has diabetes.,Tom'un şeker hastalığı var.
Tom has finished.,Tom bitirdi.
Tom has freckles.,Tom'un çilleri var.
Tom has gone mad.,Tom delirdi.
Tom has gone out.,Tom dışarıya gitti.
Tom has immunity.,Tom'un dokunulmazlığı var.
Tom has insomnia.,Tom'un uyuyamama hastalığı var.
Tom has met Mary.,Tom Mary ile karşılaştı.
Tom has no alibi.,Tom'un hiç mazereti yok.
Tom has no class.,Tom'un hiç sınıfı yok.
Tom has no money.,Tom'un parası yok.
"Tom has one, too.",Tom da birine sahip.
Tom has red hair.,Tom'un kırmızı saçı var.
Tom has resigned.,Tom istifa etti.
Tom has returned.,Tom döndü.
Tom has run away.,Tom kaçtı.
Tom has the keys.,Tom'un anahtarları var.
Tom has to agree.,Tom kabul etmek zorunda.
Tom has to do it.,Tom bunu yapmak zorunda.
Tom has two DUIs.,Tom'un iki Sarhoş Araba Kullanımı var.
Tom has two cars.,Tom'un iki arabası var.
Tom has two cats.,Tom'un iki kedisi var.
Tom has two jobs.,Tom'un iki mesleği var.
Tom hated Boston.,Tom Boston'dan nefret ediyordu.
Tom hated school.,Tom okuldan nefret ediyordu.
Tom hates flying.,Tom uçmaktan nefret eder.
Tom hates olives.,Tom zeytinden nefret ediyor.
Tom hates onions.,Tom soğandan nefret ediyor.
Tom hates school.,Tom okuldan nefret eder.
Tom hates sports.,Tom spordan nefret eder.
Tom headed north.,Tom kuzeye gitti.
Tom headed south.,Tom güneye gitti.
Tom heard a thud.,Tom bir gümbürtü duydu.
Tom heard sirens.,Tom sirenler duydu.
Tom held my hand.,Tom elimi tuttu.
Tom helped a lot.,Tom çok yardım etti.
Tom helped again.,Tom tekrar yardım etti.
Tom hid his face.,Tom yüzünü sakladı.
Tom hit a triple.,Tom üçlü çarptı.
Tom hit me first.,İlk Tom bana vurdu.
Tom hit me twice.,Tom bana iki kez vurdu.
Tom hoped to win.,Tom kazanmayı umuyordu.
Tom hurried away.,Tom aceleyle uzaklaştı.
Tom hurt himself.,Tom kendini incitti.
Tom hurt his leg.,Tom bacağını incitti.
Tom ignored Mary.,Tom Mary'yi görmezden geldi.
Tom impressed me.,Tom beni etkiledi.
Tom intrigues me.,Tom benim ilgimi çekiyor.
Tom invited Mary.,Tom Mary'yi davet etti.
Tom is Mary's ex.,"Tom, Mary'nin eski erkek arkadaşı."
Tom is Mary's ex.,"Tom, Mary'nin eskisi."
Tom is a bad boy.,Tom kötü bir çocuk.
Tom is a bad guy.,Tom kötü bir adamdır.
Tom is a bad man.,Tom kötü bir adamdır.
Tom is a beatnik.,Tom bir hippi.
Tom is a big boy.,Tom büyük bir oğlandır.
Tom is a big guy.,Tom büyük bir adam.
Tom is a big kid.,Tom büyük bir çocuk.
Tom is a big man.,Tom büyük bir adam.
Tom is a bit shy.,Tom biraz utangaçtır.
Tom is a blogger.,Tom bir blogcu.
Tom is a butcher.,Tom bir kasap.
Tom is a charmer.,Tom bir büyücü.
Tom is a con man.,Tom bir sahtekar.
Tom is a con man.,Tom bir dolandırıcı.
Tom is a cripple.,Tom bir sakat.
Tom is a crybaby.,Tom bir sulugözlü.
Tom is a dentist.,Tom bir dişçidir.
Tom is a dreamer.,Tom bir hayalperest.
Tom is a drifter.,Tom bir serseri.
Tom is a fanatic.,Tom bir fanatik.
Tom is a fascist.,Tom bir faşist.
Tom is a fat man.,Tom şişman bir adam.
Tom is a fighter.,Tom bir savaşçı.
Tom is a florist.,Tom çiçekçidir.
Tom is a gambler.,Tom bir kumarbaz.
Tom is a glutton.,Tom bir açgözlü.
Tom is a gymnast.,Tom bir jimnastikçi.
Tom is a harpist.,Tom bir harpçı.
